title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
The Great Gatsby,1974,Mar,29,7000000,26533200,26533200
Fantasy Island,2020,Feb,12,7000000,26441782,48579801
The Descent,2006,Aug,4,7000000,26024456,57051053
Desperado,1995,Aug,25,7000000,25532388,25532388
Logan's Run,0,,,7000000,25000000,25000000
Gifted,2017,Apr,7,7000000,24801212,36964656
Fargo,1996,Mar,8,7000000,24567751,51204567
Kingdom Come,2001,Apr,11,7000000,23247539,23393939
The Man with the Golden Gun,1974,Dec,20,7000000,21000000,97600000
Action Jackson,1988,Feb,12,7000000,20257000,20257000
Breathless,1983,May,13,7000000,19910002,19910002
Michael Jordan to the MAX,2000,May,5,7000000,18642318,19276267
Dope,2015,Jun,19,7000000,17506470,18190831
BrightBurn,2019,May,9,7000000,17259427,33183642
The Devil's Rejects,2005,Jul,22,7000000,17044981,20940428
Devil's Due,2014,Jan,17,7000000,15821461,36146087
Flirting with Disaster,1996,Mar,22,7000000,14853474,16149180
Beyond the Lights,2014,Nov,14,7000000,14618727,14618727
Buffy the Vampire Slayer,1992,Jul,31,7000000,14231669,14231669
In Too Deep,1999,Aug,25,7000000,14026509,15471229
"House of 1,000 Corpses",2003,Apr,11,7000000,12634962,17005466
Silver Bullet,1985,Oct,11,7000000,10803211,10803211
House of the Dead,2003,Oct,10,7000000,10199354,13860078
A Serious Man,2009,Oct,2,7000000,9228788,30360570
Get Low,2010,Jul,30,7000000,9176933,10828305
A Single Man,2009,Dec,11,7000000,9176000,28142379
Warlock,1991,Jan,10,7000000,8824553,8824553
The Last Temptation of Christ,1988,Aug,12,7000000,8373585,8373585
Cyrus,2010,Jun,18,7000000,7468936,10062896
Outside Providence,1999,Sep,1,7000000,7309628,7824358
Bride & Prejudice,2005,Feb,11,7000000,6601079,25269040
Rabbit-Proof Fence,2002,Nov,29,7000000,6199600,16866928
Who's Your Caddy?,2007,Jul,27,7000000,5694308,5694308
20th Century Women,2016,Dec,25,7000000,5664763,9353729
Split Second,1992,May,1,7000000,5430822,5430822
Nikita,1991,Mar,8,7000000,5017971,5017971
The Other Side of Heaven,2001,Dec,14,7000000,4720371,4720371
Dark Angel,1990,Sep,28,7000000,4372561,4372561
American Anthem,1986,Jun,27,7000000,3571624,3571624
Veer-Zaara,2004,Nov,12,7000000,2938532,7017859
Redbelt,2008,May,2,7000000,2344847,2667084
A Dog of Flanders,1999,Aug,27,7000000,2165637,2165637
Auto Focus,2002,Oct,18,7000000,2062066,2703821
Assassination Nation,2018,Sep,21,7000000,2005142,2852759
The Mighty Macs,2011,Oct,21,7000000,1891936,1891936
Somewhere,2010,Dec,22,7000000,1785645,17023121
We Need to Talk About Kevin,2012,Jan,13,7000000,1738692,10765283
Factory Girl,2007,Feb,2,7000000,1661464,1661464
The Christmas Candle,2013,Nov,15,7000000,1632000,1933829
The Kid,2019,Mar,8,7000000,1508593,1593173
I Hope They Serve Beer in Hell,2009,Sep,25,7000000,1429299,1429453
Losin' It,1983,Apr,8,7000000,1246141,1246141
Mother and Child,2010,May,7,7000000,1110509,6537179
March or Die,1977,Aug,5,7000000,1000000,1000000
Les Visiteurs,1996,Jul,12,7000000,659000,98754000
Freeheld,2015,Oct,2,7000000,546201,1732228
Dom Hemingway,2013,Nov,15,7000000,523511,1857458
The Extra Man,2010,Jul,30,7000000,453377,492108
Hesher,2011,May,13,7000000,382946,382946
Chairman of the Board,1998,Mar,13,7000000,306715,306715
Gerry,2003,Feb,14,7000000,254683,719699
Wah-Wah,2006,May,12,7000000,234750,463039
The Heart of Me,2003,May,2,7000000,196067,531222
Ca$h,2010,Mar,26,7000000,46488,46488
Trudno byt bogom,2015,Jan,30,7000000,31443,41038
The Boondock Saints,2000,Jan,21,7000000,30471,411874
Pale Rider,1985,Jun,28,6900000,41410568,41410568
House at the End of the Street,2012,Sep,21,6900000,31611916,44103982
Dazed and Confused,1993,Sep,24,6900000,7961889,7961889
Incendies,2010,Sep,17,6800000,6857096,16038343
Aimée & Jaguar,2000,Aug,11,6800000,927107,927107
The Chumscrubber,2005,Aug,5,6800000,49526,49526
Shade,2004,Apr,9,6800000,25032,9533964
Bran Nue Dae,2010,Sep,10,6750000,113568,6812530
"Remember Me, My Love",2004,Sep,3,6700000,223878,223878
Perrier’s Bounty,2010,May,21,6600000,828,828
Tropa de Elite,2008,Sep,19,6537890,8744,14319195
Annabelle,2014,Oct,3,6500000,84273813,256862920
Hannah Montana and Miley Cyrus: Best of Both Wo…,2008,Feb,1,6500000,65281781,70712099
Boyz n the Hood,1991,Jul,12,6500000,56190094,56215095
La Bamba,1987,Jul,24,6500000,54215416,54215416
The Four Seasons,1981,May,22,6500000,42488161,42488161
Dressed to Kill,1980,Jan,1,6500000,31899000,31899000
Countdown,2019,Oct,25,6500000,25621766,42178964
The Adventures of Huck Finn,1993,Apr,2,6500000,24103594,24103594
My Little Pony: The Movie,2017,Oct,5,6500000,21885107,61294644
Go!,1999,Apr,9,6500000,16875273,28383441
Friends with Money,2006,Apr,7,6500000,13368437,18110152
The Andromeda Strain,1971,Jan,1,6500000,12376563,12376563
Bats,1999,Oct,22,6500000,10155691,10155691
Same Kind of Different as Me,2017,Oct,20,6500000,6423605,6425632
Nowhere in Africa,2003,Mar,7,6500000,6173485,6568446
Shame,2011,Dec,2,6500000,4002293,20412841
Layer Cake,2005,May,13,6500000,2339957,11745931
The East,2013,May,31,6500000,2274649,3027956
The Work and the Glory: American Zion,2005,Oct,21,6500000,2025032,2025032
The Messenger,2009,Nov,13,6500000,1109660,1744952
A Home at the End of the World,2004,Jul,23,6500000,1029017,1038228
Aberdeen,2001,Aug,17,6500000,64148,64148
The Terminator,1984,Oct,26,6400000,38019031,78019031
"Good Bye, Lenin!",2003,Jul,25,6400000,4063859,79384539
Personal Shopper,2016,Nov,19,6400000,1305195,3804977
Control,2007,Oct,10,6400000,871577,8902141
The Damned United,2009,Oct,9,6400000,449865,4199874
Retfærdighedens Ryttere,2021,Feb,19,6400000,77115,817587
Die Fälscher,2008,Feb,22,6250000,5488570,20199663
Ordinary People,1980,Sep,19,6200000,52302978,52302978
The Peanut Butter Falcon,2019,Aug,9,6200000,20457158,23220079
Return of the Living Dead Part II,1988,Jan,15,6200000,9205924,9205924
Gomorra,2009,Feb,13,6200000,1579146,37339594
Mallrats,1995,Oct,20,6100000,2108367,2108367
Grease,1978,Jun,16,6000000,181813770,387483897
Platoon,1986,Dec,19,6000000,137963328,137978395
An Officer and a Gentleman,1982,Jul,28,6000000,129795554,129795554
Fahrenheit 9/11,2004,Jun,23,6000000,119114517,221148959
Butch Cassidy and the Sundance Kid,1969,Oct,24,6000000,102308900,102310711
Mary Poppins,1964,Aug,26,6000000,102272145,102296454
Breaking In,2018,May,9,6000000,46840590,51485382
West Side Story,1961,Oct,18,6000000,43700000,43701084
Around the World in 80 Days,1956,Oct,17,6000000,42000000,42000000
Caddyshack,1980,Jul,25,6000000,39846344,39849764
Ready or Not,2019,Aug,21,6000000,28714231,56797392
The Brothers,2001,Mar,23,6000000,27457409,27958191
The Wrestler,2008,Dec,17,6000000,26238243,46634275
Do the Right Thing,1989,Jun,30,6000000,26004026,26051619
Escape from New York,1981,Jul,10,6000000,25244700,25274615
The Wood,1999,Jul,16,6000000,25059640,25059640
The Usual Suspects,1995,Aug,16,6000000,23341568,34449356
Chinatown,1974,Jun,21,6000000,23169837,23169837
Booksmart,2019,May,24,6000000,22680962,24949770
A Nightmare On Elm Street: The Dream Child,1989,Aug,11,6000000,22168359,22168359
National Lampoon’s Van Wilder,2002,Apr,5,6000000,21305259,39241323
Duel in the Sun,1946,Dec,31,6000000,20400000,20400000
Unplanned,2019,Mar,29,6000000,19005109,21294302
Best in Show,2000,Sep,27,6000000,18621249,20695413
The Last King of Scotland,2006,Sep,27,6000000,17606684,49155371
A Mighty Wind,2003,Apr,16,6000000,17583468,18504539
The Prodigy,2019,Feb,8,6000000,14856291,22413145
The Possession of Hannah Grace,2018,Nov,28,6000000,14836174,42873730
School Daze,1988,Feb,12,6000000,14545844,14545844
Daddy Day Camp,2007,Aug,8,6000000,13235267,18209872
Mystic Pizza,1988,Oct,21,6000000,12793213,12793213
Mr. Nice Guy,1998,Mar,20,6000000,12716953,31716953
War and Peace,1956,Aug,21,6000000,12500000,12526685
Sliding Doors,1998,Apr,24,6000000,11911200,58809149
Tales from the Hood,1995,May,24,6000000,11784569,11784569
Halloween 5: The Revenge of Michael Myers,1989,Oct,13,6000000,11642254,11642254
The Words,2012,Sep,7,6000000,11494838,16369708
The Year of Living Dangerously,1983,Jan,21,6000000,10278575,10278575
The Lady in the Van,2015,Nov,13,6000000,10021175,42320503
Bernie,2012,Apr,27,6000000,9204489,10106975
Freaky,2020,Nov,12,6000000,9030855,16244416
Pollock,2000,Dec,15,6000000,8596914,10557291
Dolphins and Whales Tribes of the Ocean 3D,2008,Feb,15,6000000,7714996,17252287
200 Cigarettes,1999,Feb,26,6000000,6852450,6852450
City Island,2010,Mar,19,6000000,6671283,8173486
Unbroken: Path to Redemption,2018,Sep,14,6000000,6216897,6216897
Casa de mi Padre,2012,Mar,16,6000000,5909483,8446952
The Guard,2011,Jul,29,6000000,5359774,21197454
The Virgin Suicides,2000,Apr,21,6000000,4859475,10619770
College,2008,Aug,29,6000000,4694491,6176114
La science des rêves,2006,Sep,22,6000000,4670644,15137932
Little Voice,1998,Dec,4,6000000,4595000,21787233
Miss March,2009,Mar,13,6000000,4543320,4713059
Simply Irresistible,1999,Feb,5,6000000,4398989,4398989
Wish I Was Here,2014,Jul,18,6000000,3591299,6591365
Venus,2006,Dec,21,6000000,3347411,7818479
Veronica Mars,2014,Mar,14,6000000,3322127,3485383
Only the Strong,0,,,6000000,3273588,3273588
Hedwig and the Angry Inch,2001,Jul,20,6000000,3067312,3740030
Shattered Glass,2003,Oct,31,6000000,2207975,3456602
The Wackness,2008,Jul,3,6000000,2077046,3330012
Novocaine,2001,Nov,16,6000000,2025238,2522928
Polytechnique,2009,Feb,6,6000000,1418304,1418304
Snow Flower and the Secret Fan,2011,Jul,15,6000000,1348205,11348205
Mandy,2018,Sep,14,6000000,1233694,1485002
The Business of Strangers,2001,Dec,7,6000000,1030920,1290920
Jûsan-nin no shikaku,2011,Apr,29,6000000,802778,18727440
Beastmaster 2: Through the Portal of Time,1991,Aug,30,6000000,773490,773490
The Wild Bunch,1969,Jun,18,6000000,509424,509424
Under sandet,2015,Dec,3,6000000,434640,4959039
The 5th Quarter,2011,Mar,25,6000000,408159,408159
The First Great Train Robbery,1979,Feb,2,6000000,391942,391942
Morvern Callar,2002,Dec,20,6000000,267194,267194
The Flower of Evil,2003,Oct,10,6000000,181798,181798
Akmareul Boatda (악마를 보았다),2011,Mar,4,6000000,129210,13168809
Come Early Morning,2006,Nov,10,6000000,119452,119452
The Greatest,2010,Apr,2,6000000,115862,117796
Beasts of No Nation,2015,Oct,16,6000000,90777,90777
Deadfall,2012,Nov,9,6000000,66351,1673635
Julia,2009,May,8,6000000,65108,1365108
Lucky Break,2001,Aug,24,6000000,54606,4316497
"Surfer, Dude",2008,Sep,5,6000000,36497,36497
Song One,2015,Jan,23,6000000,32251,437089
Lake of Fire,2007,Oct,3,6000000,25317,26007
Don McKay,2010,Apr,2,6000000,13722,13722
Videodrome,1983,Feb,4,5952000,2120439,2120439
Emma,1996,Aug,2,5900000,22231658,37831658
L'auberge espagnole,2003,Mar,21,5900000,3895664,3910861
Planet of the Apes,1968,Feb,8,5800000,33395426,33398936
The Train,1965,Mar,7,5800000,6800000,6800000
Winter in Wartime,2008,Nov,27,5800000,542860,9662214
Foolproof,2003,Oct,3,5800000,230312,421021
Trade of Innocents,2012,Oct,5,5800000,15091,15091
Tom yum goong,2006,Sep,8,5700000,12044087,43044087
Stiff Upper Lips,1998,Jun,12,5700000,69582,69582
Druk,2020,Oct,9,5700000,44205,21738338
The Inbetweeners,2012,Sep,7,5700000,35955,86051320
Valhalla Rising,2010,Jul,16,5700000,30638,731613
Bend it Like Beckham,2002,Apr,12,5600000,32543449,74566042
Crossover,2006,Sep,1,5600000,7009668,7009668
Sunshine State,2002,Jun,21,5600000,3064356,3281898
Standing Ovation,2010,Jul,16,5600000,531806,531806
Khiladi 786,2012,Dec,7,5600000,385422,14683763
[Rec] 2,2010,Jul,9,5600000,27766,18527766
The Sting,1973,Dec,25,5500000,159616327,159616327
Chariots of Fire,1981,Sep,25,5500000,61558162,61910507
Diary of a Mad Black Woman,2005,Feb,25,5500000,50406346,50458356
Shine,1996,Aug,15,5500000,35811509,36675932
Don Jon,2013,Sep,27,5500000,24477704,41268579
Show Dogs,2018,May,11,5500000,17744685,40014998
High Plains Drifter,1973,Aug,22,5500000,15700000,15700000
Hell Fest,2018,Sep,27,5500000,11107431,18294883
Mambo Italiano,2003,Jun,6,5500000,9282750,12399772
Loving Vincent,2017,Jul,12,5500000,6735118,44077249
Ghost World,2001,Jul,20,5500000,6217849,8761608
Iris,2001,Dec,14,5500000,5580479,5692941
Galaxina,1980,Jun,6,5500000,4865000,4865000
Les Choristes,2004,Nov,26,5500000,3629758,83525626
Wonderland,2003,Oct,3,5500000,1060512,1128468
De battre mon coeur s'est arrêté,2005,Jun,24,5500000,1023424,8589831
Haevnen,2011,Apr,1,5500000,1008098,15867314
Le Havre,2011,Oct,21,5500000,611709,13480196
El Clan,2015,Aug,13,5500000,201227,22125102
Harvard Man,2002,May,17,5500000,56653,56653
Berlin Syndrome,2017,Apr,21,5500000,28660,788191
Salvation Boulevard,2011,Jul,15,5500000,28468,28468
R100,2015,Jan,23,5500000,24956,24956
Portrait de la jeune fille en feu,2019,Aug,16,5400000,3759854,12051305
Irreversible,2003,Jan,31,5400000,792200,8133256
Não Pare na Pista: A Melhor História de Paulo C…,2015,Mar,13,5400000,8808,735324
47 Meters Down,2017,May,26,5300000,44307193,62633705
Rang De Basanti,2006,Jan,27,5300000,2197694,29197694
La Vie d'Adèle – Chapitres 1 & 2,2013,Oct,11,5250000,2450504,22895151
Hodejegerne,2012,Mar,8,5250000,1200010,20188740
The Ten,2007,Aug,3,5250000,769726,786677
A Room for Romeo Brass,2000,Oct,27,5250000,20097,20097
Wilson,1944,Aug,1,5200000,2000000,2000000
Saint Ralph,2005,Aug,5,5200000,795126,1695126
Dum Maaro Dum,2011,Apr,22,5200000,564489,11633427
Somewhere in Time,1980,Oct,3,5100000,9709597,9709597
My Big Fat Greek Wedding,2002,Apr,19,5000000,241438208,374890034
Get Out,2017,Feb,24,5000000,176040665,252500135
Paranormal Activity 3,2011,Oct,21,5000000,104028807,207039844
Saw II,2005,Oct,28,5000000,87025093,152925093
Insidious Chapter 2,2013,Sep,13,5000000,83586447,161921515
Lights Out,2016,Jul,21,5000000,67268835,148806510
The Visit,2015,Sep,10,5000000,65206105,98677816
Happy Death Day,2017,Oct,11,5000000,55683845,125010260
Paranormal Activity 4,2012,Oct,17,5000000,53900335,142817992
Ouija,2014,Oct,24,5000000,50856010,103300632
MA,2019,May,29,5000000,45896028,61220784
A Nightmare On Elm Street 3: Dream Warriors,1987,Feb,27,5000000,44793222,44793222
No se Aceptan Devoluciones,2013,Aug,30,5000000,44467206,100486616
The Gift,2015,Aug,6,5000000,43787265,58978477
The Big Sick,2017,Jun,23,5000000,42872467,56868677
The Return of the Pink Panther,1975,May,16,5000000,41833347,41833347
The Robe,1953,Sep,16,5000000,36000000,36010330
Freddy’s Dead: The Final Nightmare,1991,Sep,13,5000000,34872033,34872033
Overcomer,2019,Aug,22,5000000,34700142,38102988
Monster,2003,Dec,24,5000000,34469210,64200321
Paranormal Activity: The Marked Ones,2014,Jan,3,5000000,32462372,90904854
"20,000 Leagues Under the Sea",1954,Dec,23,5000000,28200000,28200000
Oculus,2014,Apr,11,5000000,27695246,44115496
Dallas Buyers Club,2013,Nov,1,5000000,27298285,60611845
No Escape,2015,Aug,26,5000000,27288872,42844516
The Elephant Man,1980,Oct,3,5000000,26010864,26024453
The Lazarus Effect,2015,Feb,26,5000000,25801570,38359310
Memento,2001,Mar,16,5000000,25544867,39719431
Our Idiot Brother,2011,Aug,26,5000000,24814830,25861249
The Strangers: Prey at Night,2018,Mar,9,5000000,24431472,32144262
Clerks II,2006,Jul,21,5000000,24148068,27342246
The Players Club,1998,Apr,8,5000000,23047939,23047939
Billy Elliot,2000,Oct,13,5000000,21995263,109252972
The Way Way Back,2013,Jul,5,5000000,21502690,26853810
"As Above, So Below",2014,Aug,29,5000000,21222315,41824066
God’s Not Dead 2,2016,Apr,1,5000000,20773069,23551286
The Apostle,1997,Dec,17,5000000,20733485,21277770
The Man From Snowy River,1982,Nov,3,5000000,20659423,20659423
House Party 2,1991,Oct,23,5000000,19438638,19438638
Doug's 1st Movie,1999,Mar,26,5000000,19421271,19421271
Race,2016,Feb,19,5000000,19115191,23745772
Mommie Dearest,1981,Sep,18,5000000,19032000,25032000
Still Alice,2015,Jan,16,5000000,18656400,41598366
Halloween 4: The Return of Michael Myers,1988,Oct,1,5000000,17768757,17768757
Apollo 18,2011,Sep,2,5000000,17686929,26517819
"Paul, Apostle of Christ",2018,Mar,22,5000000,17547999,26078500
Addicted,2014,Oct,10,5000000,17390770,17499242
O (Othello),2001,Aug,31,5000000,16017403,16017403
Gretel & Hansel,2020,Jan,30,5000000,15347654,22059211
Halloween: The Curse of Michael Myers,1995,Sep,29,5000000,15126948,15126948
The Egyptian,1954,Aug,24,5000000,15000000,15000000
Eve's Bayou,1997,Nov,7,5000000,14843425,14843425
Nighthawks,1981,Apr,10,5000000,14600000,19600000
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Jul,28,5000000,14343976,14343976
Spring Breakers,2013,Mar,6,5000000,14124286,31149251
It Comes at Night,2017,Jun,9,5000000,13985117,19720203
Y Tu Mamá También,2002,Mar,15,5000000,13649881,33649881
Shaun of the Dead,2004,Sep,24,5000000,13542874,29832586
The Haunting of Molly Hartley,2008,Oct,31,5000000,13442412,15318257
Hillary’s America: The Secret History of the De…,2016,Jul,15,5000000,13099931,13099931
Lone Star,1996,Jun,21,5000000,12961389,12961389
April Fool's Day,1986,Mar,27,5000000,12947763,12947763
Diner,1982,Apr,2,5000000,12592907,12592907
Before I Fall,2017,Mar,3,5000000,12241072,18945682
Lone Wolf McQuade,1983,Apr,15,5000000,12232628,12232628
Sunshine Cleaning,2009,Mar,13,5000000,12062558,17329337
Fifty Shades of Black,2016,Jan,28,5000000,11686940,22113075
A Farewell To Arms,1957,Dec,14,5000000,11000000,11017403
Solomon and Sheba,1959,Jan,1,5000000,11000000,11016959
The Beastmaster,1982,Aug,20,5000000,10751126,10751126
Not Easily Broken,2009,Jan,9,5000000,10572742,10732909
Black Christmas,2019,Dec,13,5000000,10429730,18528789
Moms’ Night Out,2014,May,9,5000000,10429707,10537341
Win Win,2011,Mar,18,5000000,10179275,11869063
The Belko Experiment,2017,Mar,17,5000000,10166820,11792942
The Perfect Match,2016,Mar,11,5000000,9669521,10182050
Digimon: The Movie,2000,Oct,6,5000000,9628751,16628751
Saved!,2004,May,28,5000000,8886160,10206551
Les invasions barbares,2003,May,9,5000000,8460000,25913869
Robin and Marian,1976,Mar,11,5000000,8000000,8000000
Force 10 from Navarone,1978,Dec,22,5000000,7100000,7100000
The Forsaken,2001,Apr,27,5000000,6755271,6755271
Jexi,2019,Oct,11,5000000,6546159,10601127
Fahrenheit 11/9,2018,Sep,21,5000000,6352306,6653715
UHF,1989,Jul,21,5000000,6157157,6157157
Sea Rex 3D: Journey to a Prehistoric World,2010,May,28,5000000,6096582,16515203
Grandma’s Boy,2006,Jan,6,5000000,6090172,6590172
Captain Fantastic,2016,Jul,8,5000000,5879835,21340234
Slums of Beverly Hills,1998,Aug,14,5000000,5502773,5502773
Once Upon a Time in the West,1969,May,28,5000000,5321508,5380513
Made,2001,Jul,13,5000000,5308707,5476060
Don’t Let Go,2019,Aug,30,5000000,5215062,5288136
La mala educación,2004,Nov,19,5000000,5211842,40311842
Moon,2009,Jun,12,5000000,5010163,10676073
90 Minutes in Heaven,2015,Sep,11,5000000,4816142,4816142
Incarnate,2016,Dec,2,5000000,4799774,9371036
Keeping Up with the Steins,2006,May,12,5000000,4339241,4414753
The Sweet Hereafter,1997,Oct,10,5000000,4306697,7951247
Bottle Shock,2008,Aug,6,5000000,4078607,4815890
My Old Lady,2014,Sep,10,5000000,4011530,15220308
Des Hommes et Des Dieux,2011,Feb,25,5000000,3954651,46263525
Jekyll and Hyde... Together Again,1982,Aug,27,5000000,3707583,3707583
Table 19,2017,Mar,3,5000000,3614896,4620399
The Beach Bum,2019,Mar,21,5000000,3502600,4267808
Green Room,2016,Apr,15,5000000,3220371,3807503
Thoroughbreds,2018,Mar,9,5000000,3072605,3474221
Heavenly Creatures,1994,Nov,16,5000000,3046086,5438120
The Other Side of the Door,2016,Feb,24,5000000,3000342,12905107
Everything Must Go,2011,May,13,5000000,2712131,2821010
Kill the Messenger,2014,Oct,10,5000000,2450846,6656705
Rabbit Hole,2010,Dec,17,5000000,2229058,6205034
Jem and the Holograms,2015,Oct,22,5000000,2184640,2368937
Nomadland,2021,Jan,29,5000000,2180000,34431859
Paterson,2016,Nov,25,5000000,2141423,10727536
Zero Effect,1998,Jan,30,5000000,2080693,2080693
A Midnight Clear,1992,Apr,24,5000000,1526697,1526697
The Machinist,2004,Oct,22,5000000,1082044,8655397
Light Sleeper,1992,Sep,21,5000000,1050861,1050861
American Teen,2008,Jul,25,5000000,942441,989319
Atlas Shrugged: Who Is John Galt?,2014,Sep,12,5000000,851690,851690
Party Monster,2003,Aug,29,5000000,742898,894030
The Oh in Ohio,2006,Jul,14,5000000,418689,648183
Bottle Rocket,1996,Feb,21,5000000,407488,407488
Ain't Them Bodies Saints,2013,Aug,16,5000000,391611,1075009
Albino Alligator,1997,Jan,17,5000000,353480,353480
Jimi: All is By My Side,2014,Sep,26,5000000,340911,927074
Skins,2002,Sep,27,5000000,249204,249204
"Gandhi, My Father",2007,Aug,3,5000000,240425,2015004
Standard Operating Procedure,2008,Apr,25,5000000,228830,332120
Tucker & Dale vs. Evil,2011,Sep,30,5000000,223838,5476793
No Looking Back,1998,Mar,27,5000000,143273,143273
Cop Car,2015,Aug,7,5000000,134552,143658
"Lovely, Still",2010,Sep,10,5000000,127564,282687
Tycoon,2003,Jun,13,5000000,121016,121016
Desert Blue,1999,Jun,4,5000000,99147,99147
Decoys,2004,Feb,27,5000000,84733,96760
Stuck,2008,May,30,5000000,67505,67505
Redacted,2007,Nov,16,5000000,65388,861325
Rudderless,2014,Oct,17,5000000,56001,584499
Fascination,2005,Jan,28,5000000,16670,83356
Grace,2009,Aug,14,5000000,8297,8297
Area 51,2015,May,15,5000000,7556,7556
Revenge of the Green Dragons,2014,Oct,24,5000000,2500,213164
Every Day,2018,Feb,23,4900000,6112914,12826031
Mommy,2014,Nov,13,4900000,3498695,17536004
Obsluhoval jsem anglického krále,2008,Aug,29,4900000,617228,7174984
Soul Kitchen,2010,Apr,2,4900000,276901,23347461
The Awakening,2012,Aug,17,4900000,95933,6924321
All Hat,2008,Jan,18,4900000,15198,15198
Sling Blade,1996,Nov,20,4833610,24475416,34175000
Hostel,2006,Jan,6,4800000,47326473,82241110
Only God Forgives,2013,Jul,19,4800000,775849,4494560
Take Shelter,2011,Sep,30,4750000,1728953,4972016
Tristram Shandy: A Cock and Bull Story,2006,Jan,27,4750000,1253413,3061763
The Texas Chainsaw Massacre 2,1986,Aug,22,4700000,8025872,8025872
Lady in White,1988,Apr,22,4700000,1705139,1705139
Driving Lessons,2006,Oct,13,4700000,239962,239962
Pat Garrett and Billy the Kid,1973,May,23,4638783,8000000,11000000
Camping Sauvage,2004,Jul,16,4600000,3479302,3479302
Barfi,2012,Sep,14,4600000,2804874,36751984
Dear Frankie,2005,Mar,4,4600000,1340891,3099369
The Assassination of Richard Nixon,2004,Dec,29,4600000,708776,4880143
Le nom des gens,2011,Jun,24,4600000,514237,9261711
Savage Grace,2008,May,28,4600000,434417,968805
Out of the Blue,2007,Oct,19,4600000,728,731767
Police Academy,1984,Mar,23,4500000,81198894,81198894
Four Weddings and a Funeral,1994,Mar,9,4500000,52700832,242895809
The Blue Lagoon,1980,Jun,20,4500000,47923795,47923795
Fast Times at Ridgemont High,1982,Aug,13,4500000,27092880,27092880
Secrets & Lies,1996,Sep,28,4500000,13417292,13417292
25th Hour,2002,Dec,19,4500000,13084595,25344490
After Hours,1985,Sep,13,4500000,10609321,10609321
Moby Dick,1956,Jun,27,4500000,10400000,10412099
The Lobster,2015,Oct,15,4500000,9196278,18019834
Bound,1996,Oct,4,4500000,3802260,7011317
Requiem for a Dream,2000,Oct,6,4500000,3635482,7389233
State Fair,1962,Mar,9,4500000,3500000,3500000
Låt den rätte komma in,2008,Oct,24,4500000,2122085,12247682
Tango,1999,Feb,12,4500000,1687311,5428387
Salvador,1986,Apr,23,4500000,1500000,1500000
Donnie Darko,2001,Oct,26,4500000,1480006,7510877
Salvando al Soldado Perez,2011,Sep,2,4500000,1400726,9330465
Karakter,1998,Mar,27,4500000,713413,713413
Nannerl la soeur de Mozart,2011,Jul,8,4500000,707885,2404639
Spun,2003,Mar,14,4500000,410241,1022649
Life During Wartime,2010,Jul,23,4500000,281447,281447
Chinjeolhan geumjassi,2006,May,4,4500000,211667,23471871
Blackthorn,2011,Oct,7,4500000,200558,1217307
Maggie,2015,May,8,4500000,187112,1027760
Lilja 4-ever,2003,Apr,18,4500000,181655,4548505
After.Life,2010,Apr,9,4500000,108596,2481925
Mean Machine,2002,Feb,22,4500000,92723,92723
Fong juk,2007,Aug,31,4500000,51957,51957
Spoken Word,2010,Jul,23,4500000,32961,32961
The Sweeney,2012,Sep,12,4500000,26345,8000366
Falcon Rising,2014,Sep,4,4500000,11774,11774
One Flew Over the Cuckoo's Nest,1975,Nov,19,4400000,108981275,163274115
Silent Movie,1976,Jun,25,4400000,36145695,36145695
Whale Rider,2003,Jun,6,4300000,20779666,39374600
Sexy Beast,2001,Jun,13,4300000,6946056,10158355
Paa,2009,Dec,4,4300000,199228,9791282
Snabba Cash,2012,Jul,11,4300000,188870,10212403
Night of the Living Dead,1990,Oct,19,4200000,5835247,5835247
Nochnoy dozor,2006,Feb,17,4200000,1502188,33913542
Animal Kingdom,2010,Aug,13,4200000,1044039,8078683
George A. Romero's Survival of the Dead,2010,May,28,4200000,101740,101740
Love and Death on Long Island,1998,Mar,6,4030000,2542264,2542264
Porky's,1982,Mar,19,4000000,109492484,109492484
Peter Pan,1953,Feb,5,4000000,87400000,87400000
The Crying Game,1992,Nov,25,4000000,62546695,62546695
Lost in Translation,2003,Sep,12,4000000,44585453,117085297
Annie Hall,1977,Apr,20,4000000,38251425,38251425
The Boy Next Door,2015,Jan,22,4000000,36006065,53401938
The Greatest Show on Earth,1952,Jan,10,4000000,36000000,36000000
Leaving Las Vegas,1995,Oct,27,4000000,31983777,49800000
Monster's Ball,2001,Dec,26,4000000,31273922,43766463
Boyhood,2014,Jun,5,4000000,25379975,57273049
Exodus,1960,Dec,15,4000000,21750000,21750000
The Kids Are All Right,2010,Jul,9,4000000,20811365,36275469
Life of Brian,1979,Aug,17,4000000,20182359,20517294
A Haunted House 2,2014,Apr,18,4000000,17329487,21206861
Late Night,2019,Jun,7,4000000,15500045,22373378
The Last Exorcism Part II,2013,Mar,1,4000000,15179303,25448707
The Front Page,1974,Dec,17,4000000,15000000,15000000
Trapeze,1956,May,30,4000000,14400000,14400000
The Return of the Living Dead,1985,Aug,16,4000000,14237880,14237880
They Live,1988,Nov,4,4000000,13000000,13000774
Saving Grace,2000,Aug,4,4000000,12178602,27786849
The Great Escape,1963,Aug,8,4000000,11744471,11972798
What the #$'! Do We Know,2004,Feb,6,4000000,10941801,11704768
